date,revenue,dayofweek,month,quarter,year,is_weekend,day,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7
2022-03-06,1125.5,6,3,1,2022,1,6,1777.5,1682.5,1563.5,1889.5,1563.4642857142858,1584.8166666666666,612.6062492879636
2022-03-07,559.5,0,3,1,2022,0,7,2427.5,978.5,509.5,1796.357142857143,1523.6785714285713,1570.2166666666667,678.4960522045377
2022-03-08,1433.0,1,3,1,2022,0,8,2257.0,1577.5,1624.0,1529.5,1493.75,1571.8833333333334,752.2329537228923
2022-03-09,971.0,2,3,1,2022,0,9,2791.5,1844.0,1883.5,1411.7857142857142,1483.4285714285713,1565.5166666666667,680.4638036627948
2022-03-10,1406.5,3,3,1,2022,0,10,1192.0,1388.5,1084.0,1151.7142857142858,1421.0714285714287,1535.1,315.0149278397864
2022-03-11,782.0,4,3,1,2022,0,11,1299.5,672.0,1732.0,1182.357142857143,1422.357142857143,1545.85,329.6782161297243
2022-03-12,1518.5,5,3,1,2022,1,12,1481.5,519.0,934.5,1108.4285714285713,1430.2142857142858,1514.1833333333334,356.003678418665
2022-03-13,1540.5,6,3,1,2022,1,13,1125.5,1777.5,1166.0,1113.7142857142858,1501.607142857143,1533.65,362.67810074762707
2022-03-14,855.5,0,3,1,2022,0,14,559.5,2427.5,2614.0,1173.0,1484.6785714285713,1546.1333333333334,397.2018798209979
2022-03-15,1073.0,1,3,1,2022,0,15,1433.0,2257.0,1688.5,1215.2857142857142,1372.392857142857,1487.5166666666667,331.2912687679918
2022-03-16,1287.0,2,3,1,2022,0,16,971.0,2791.5,2579.0,1163.857142857143,1287.8214285714287,1467.0,319.59736574395805
2022-03-17,2159.0,3,3,1,2022,0,17,1406.5,1192.0,1796.5,1209.0,1180.357142857143,1423.9333333333334,309.9892471253388
2022-03-18,1223.5,4,3,1,2022,0,18,782.0,1299.5,602.0,1316.5,1249.4285714285713,1436.0166666666667,475.94817645061687
2022-03-19,1363.0,5,3,1,2022,1,19,1518.5,1481.5,1980.5,1379.5714285714287,1244.0,1456.7333333333333,419.18029420241095
2022-03-20,935.5,6,3,1,2022,1,20,1540.5,1125.5,2634.5,1357.357142857143,1235.5357142857142,1436.15,414.68700187467937
2022-03-21,871.5,0,3,1,2022,0,21,855.5,559.5,1264.0,1270.9285714285713,1221.9642857142858,1379.5166666666667,432.8057135878484
2022-03-22,1433.0,1,3,1,2022,0,22,1073.0,1433.0,1682.5,1273.2142857142858,1244.25,1366.4333333333334,430.28099899395863
2022-03-23,1630.0,2,3,1,2022,0,23,1287.0,971.0,978.5,1324.642857142857,1244.25,1358.1166666666666,423.82816037140617
2022-03-24,1584.5,3,3,1,2022,0,24,2159.0,1406.5,1577.5,1373.642857142857,1291.3214285714287,1379.8333333333333,438.33032771013796
2022-03-25,1220.0,4,3,1,2022,0,25,1223.5,782.0,1844.0,1291.5714285714287,1304.0357142857142,1380.0666666666666,298.1402674038177
2022-03-26,228.0,5,3,1,2022,1,26,1363.0,1518.5,1388.5,1291.0714285714287,1335.3214285714287,1359.2666666666667,298.27635795397293
2022-03-27,1262.5,6,3,1,2022,1,27,935.5,1540.5,672.0,1128.9285714285713,1243.142857142857,1320.5833333333333,495.7700599884522
2022-03-28,944.0,0,3,1,2022,0,28,871.5,855.5,519.0,1175.642857142857,1223.2857142857142,1340.2666666666667,489.87734130475
2022-03-29,1497.0,1,3,1,2022,0,29,1433.0,1073.0,1777.5,1186.0,1229.607142857143,1354.4333333333334,483.09479746043047
2022-03-30,861.0,2,3,1,2022,0,30,1630.0,1287.0,2427.5,1195.142857142857,1259.892857142857,1345.0833333333333,489.1166113758666
2022-03-31,2210.0,3,3,1,2022,0,31,1584.5,2159.0,2257.0,1085.2857142857142,1229.4642857142858,1292.8666666666666,460.7025303040701
2022-04-01,991.5,4,4,2,2022,0,1,1220.0,1223.5,2791.5,1174.642857142857,1233.107142857143,1291.3,610.1031821398278
2022-04-02,707.0,5,4,2,2022,1,2,228.0,1363.0,1192.0,1142.0,1216.5357142857142,1231.3,613.3759722497568
2022-04-03,1044.0,6,4,2,2022,1,3,1262.5,935.5,1299.5,1210.4285714285713,1169.6785714285713,1215.1333333333334,512.9054841920554
2022-04-04,1167.5,0,4,2,2022,0,4,944.0,871.5,1481.5,1179.2142857142858,1177.4285714285713,1206.6166666666666,515.8486419760865
2022-04-05,1367.5,1,4,2,2022,0,5,1497.0,1433.0,1125.5,1211.142857142857,1198.5714285714287,1196.15,505.68012899178063
2022-04-06,1286.0,2,4,2,2022,0,6,861.0,1630.0,559.5,1192.642857142857,1193.892857142857,1204.2166666666667,495.7505853321244
2022-04-07,1331.5,3,4,2,2022,0,7,2210.0,1584.5,1433.0,1253.357142857143,1169.3214285714287,1228.4333333333334,473.908721369925
2022-04-08,1395.5,4,4,2,2022,0,8,991.5,1220.0,971.0,1127.857142857143,1151.25,1225.05,233.88952418569477
2022-04-09,1480.5,5,4,2,2022,1,9,707.0,228.0,1406.5,1185.5714285714287,1163.7857142857142,1239.2,244.25011575763915
2022-04-10,856.5,6,4,2,2022,1,10,1044.0,1262.5,782.0,1296.0714285714287,1253.25,1241.6666666666667,147.4388089376514
2022-04-11,739.0,0,4,2,2022,0,11,1167.5,944.0,1518.5,1269.2857142857142,1224.25,1244.15,206.19162954697995
2022-04-12,1070.5,1,4,2,2022,0,12,1367.5,1497.0,1540.5,1208.0714285714287,1209.607142857143,1218.1666666666667,288.5891584605239
2022-04-13,965.5,2,4,2,2022,0,13,1286.0,861.0,855.5,1165.642857142857,1179.142857142857,1202.5,283.02218910150947
2022-04-14,2554.0,3,4,2,2022,0,14,1331.5,2210.0,1073.0,1119.857142857143,1186.607142857143,1206.1666666666667,286.2127289106432
2022-04-15,1788.5,4,4,2,2022,0,15,1395.5,991.5,1287.0,1294.5,1211.1785714285713,1255.5333333333333,617.7888663073609
2022-04-16,1862.5,5,4,2,2022,1,16,1480.5,707.0,2159.0,1350.642857142857,1268.107142857143,1272.25,645.7230259100855
2022-04-17,1385.5,6,4,2,2022,1,17,856.5,1044.0,1223.5,1405.2142857142858,1350.642857142857,1262.3666666666666,674.0472199793613
2022-04-18,1896.0,0,4,2,2022,0,18,739.0,1167.5,1363.0,1480.7857142857142,1375.0357142857142,1267.7666666666667,630.5238468357657
2022-04-19,1355.0,1,4,2,2022,0,19,1070.5,1367.5,935.5,1646.0714285714287,1427.0714285714287,1285.5333333333333,550.1943920539536
2022-04-20,998.5,2,4,2,2022,0,20,965.5,1286.0,871.5,1686.7142857142858,1426.1785714285713,1299.5166666666667,509.60122131123785
2022-04-21,765.0,3,4,2,2022,0,21,2554.0,1331.5,1433.0,1691.4285714285713,1405.642857142857,1303.75,501.91196344341057
2022-04-22,1862.5,4,4,2,2022,0,22,1788.5,1395.5,1630.0,1435.857142857143,1365.1785714285713,1281.4833333333333,441.30806646129884
2022-04-23,1249.5,5,4,2,2022,1,23,1862.5,1480.5,1584.5,1446.4285714285713,1398.5357142857142,1289.2333333333333,451.92213825793004
2022-04-24,945.0,6,4,2,2022,1,24,1385.5,856.5,1220.0,1358.857142857143,1382.0357142857142,1278.0666666666666,415.8096233339766
2022-04-25,1412.5,0,4,2,2022,0,25,1896.0,739.0,228.0,1295.9285714285713,1388.357142857143,1268.9,443.51507195090875
2022-04-26,1411.5,1,4,2,2022,0,26,1355.0,1070.5,1262.5,1226.857142857143,1436.4642857142858,1308.3833333333334,365.22615303006927
2022-04-27,1920.0,2,4,2,2022,0,27,998.5,965.5,944.0,1234.9285714285713,1460.8214285714287,1313.35,369.1334930811433
2022-04-28,1071.0,3,4,2,2022,0,28,765.0,2554.0,1497.0,1366.5714285714287,1529.0,1345.8833333333334,430.05284835814433
2022-04-29,1490.5,4,4,2,2022,0,29,1862.5,1788.5,861.0,1410.2857142857142,1423.0714285714287,1331.6833333333334,370.0834204544143
2022-04-30,2072.0,5,4,2,2022,1,30,1249.5,1862.5,2210.0,1357.142857142857,1401.7857142857142,1352.6666666666667,317.2637853960175
2022-05-01,1607.0,6,5,2,2022,1,1,945.0,1385.5,991.5,1474.642857142857,1416.75,1348.0666666666666,409.61930641813854
2022-05-02,1004.0,0,5,2,2022,0,2,1412.5,1896.0,707.0,1569.2142857142858,1432.5714285714287,1368.5833333333333,336.9269031930201
2022-05-03,1537.5,1,5,2,2022,0,3,1411.5,1355.0,1044.0,1510.857142857143,1368.857142857143,1378.4833333333333,398.36904103750777
2022-05-04,1633.0,2,5,2,2022,0,4,1920.0,998.5,1167.5,1528.857142857143,1381.892857142857,1394.9333333333334,395.97082323972245
2022-05-05,1192.5,3,5,2,2022,0,5,1071.0,765.0,1367.5,1487.857142857143,1427.2142857142858,1410.45,362.133344948805
2022-05-06,1284.5,4,5,2,2022,0,6,1490.5,1862.5,1286.0,1505.2142857142858,1457.75,1404.6166666666666,341.12569251705264
2022-05-07,376.0,5,5,2,2022,1,7,2072.0,1249.5,1331.5,1475.7857142857142,1416.4642857142858,1404.5666666666666,351.3394437889168
2022-05-08,846.5,6,5,2,2022,1,8,1607.0,945.0,1395.5,1233.5,1354.0714285714287,1372.7166666666667,444.1803312469695
2022-05-09,1409.5,0,5,2,2022,0,9,1004.0,1412.5,1480.5,1124.857142857143,1347.0357142857142,1354.4166666666667,430.39146079332295
2022-05-10,1618.0,1,5,2,2022,0,10,1537.5,1411.5,856.5,1182.7857142857142,1346.8214285714287,1352.05,438.62397118173897
2022-05-11,1622.5,2,5,2,2022,0,11,1633.0,1920.0,739.0,1194.2857142857142,1361.5714285714287,1377.4333333333334,450.3719626729728
2022-05-12,1120.5,3,5,2,2022,0,12,1192.5,1071.0,1070.5,1192.7857142857142,1340.3214285714287,1406.8833333333334,448.68157390504194
2022-05-13,1401.5,4,5,2,2022,0,13,1284.5,1490.5,965.5,1182.5,1343.857142857143,1408.55,449.5137187376312
2022-05-14,906.5,5,5,2,2022,1,14,376.0,2072.0,2554.0,1199.2142857142858,1337.5,1423.0833333333333,456.0659543990383
2022-05-15,1439.0,6,5,2,2022,1,15,846.5,1607.0,1788.5,1275.0,1254.25,1368.1666666666667,320.35722248764864
2022-05-16,943.0,0,5,2,2022,0,16,1409.5,1004.0,1862.5,1359.642857142857,1242.25,1356.5166666666667,261.05725972886415
2022-05-17,1403.0,1,5,2,2022,0,17,1618.0,1537.5,1385.5,1293.0,1237.892857142857,1325.8666666666666,302.4681801446241
2022-05-18,1149.5,2,5,2,2022,0,18,1622.5,1633.0,1896.0,1262.2857142857142,1228.2857142857142,1326.45,273.49388432267654
2022-05-19,1504.0,3,5,2,2022,0,19,1120.5,1192.5,1355.0,1194.7142857142858,1193.75,1301.5666666666666,223.5316638910595
2022-05-20,532.5,4,5,2,2022,0,20,1401.5,1284.5,998.5,1249.5,1216.0,1306.5333333333333,247.97110046670252
2022-05-21,1939.5,5,5,2,2022,1,21,906.5,376.0,765.0,1125.357142857143,1162.2857142857142,1291.0,354.0345692026092
2022-05-22,2518.0,6,5,2,2022,1,22,1439.0,846.5,1862.5,1272.9285714285713,1273.9642857142858,1330.15,449.91327206579837
2022-05-23,850.5,0,5,2,2022,0,23,943.0,1409.5,1249.5,1427.0714285714287,1393.357142857143,1352.0,654.5780720288093
2022-05-24,882.5,1,5,2,2022,0,24,1403.0,1618.0,945.0,1413.857142857143,1353.4285714285713,1338.7,666.7985524307999
2022-05-25,770.5,2,5,2,2022,0,25,1149.5,1622.5,1412.5,1339.5,1300.892857142857,1336.6166666666666,696.5679555267149
2022-05-26,1222.5,3,5,2,2022,0,26,1504.0,1120.5,1411.5,1285.357142857143,1240.0357142857142,1315.2166666666667,727.8257984278544
2022-05-27,1298.0,4,5,2,2022,0,27,532.5,1401.5,1920.0,1245.142857142857,1247.3214285714287,1308.9166666666667,721.4809257287936
2022-05-28,1573.0,5,5,2,2022,1,28,1939.5,906.5,1071.0,1354.5,1239.9285714285713,1288.1833333333334,649.9268548588121
2022-05-29,657.5,6,5,2,2022,1,29,2518.0,1439.0,1490.5,1302.142857142857,1287.5357142857142,1304.9166666666667,608.3800699594048
2022-05-30,3332.0,0,5,2,2022,0,30,850.5,943.0,2072.0,1036.357142857143,1231.7142857142858,1277.15,332.54557510784974
2022-05-31,773.0,1,5,2,2022,0,31,882.5,1403.0,1607.0,1390.857142857143,1402.357142857143,1319.15,914.6275067974266
2022-06-01,782.5,2,6,2,2022,0,1,770.5,1149.5,1004.0,1375.2142857142858,1357.357142857143,1291.35,925.6410777196015
2022-06-02,1508.0,3,6,2,2022,0,2,1222.5,1504.0,1537.5,1376.9285714285713,1331.142857142857,1283.9666666666667,924.3446970949851
2022-06-03,1217.0,4,6,2,2022,0,3,1298.0,532.5,1633.0,1417.7142857142858,1331.4285714285713,1282.9833333333333,922.6922499377779
2022-06-04,794.0,5,6,2,2022,1,4,1573.0,1939.5,1192.5,1406.142857142857,1380.3214285714287,1269.1166666666666,924.94894968523
2022-06-05,1713.0,6,6,2,2022,1,5,657.5,2518.0,1284.5,1294.857142857143,1298.5,1255.8333333333333,948.100676540811
2022-06-06,1872.0,0,6,2,2022,0,6,3332.0,850.5,376.0,1445.642857142857,1241.0,1270.1166666666666,913.1296327414178
2022-06-07,1251.0,1,6,2,2022,0,7,773.0,882.5,846.5,1237.0714285714287,1313.9642857142858,1319.9833333333333,469.35367160342946
2022-06-08,1679.0,2,6,2,2022,0,8,782.5,770.5,1409.5,1305.357142857143,1340.2857142857142,1333.4666666666667,423.0737439940508
2022-06-09,563.0,3,6,2,2022,0,9,1508.0,1222.5,1618.0,1433.4285714285713,1405.1785714285713,1342.45,370.8912046871512
2022-06-10,2130.0,4,6,2,2022,0,10,1217.0,1298.0,1622.5,1298.4285714285713,1358.0714285714287,1307.2833333333333,491.57429317885055
2022-06-11,1669.0,5,6,2,2022,1,11,794.0,1573.0,1120.5,1428.857142857143,1417.5,1324.2,579.6077491348294
2022-06-12,1943.5,6,6,2,2022,1,12,1713.0,657.5,1401.5,1553.857142857143,1424.357142857143,1342.4833333333333,510.05242494323704
2022-06-13,2521.5,0,6,2,2022,0,13,1872.0,3332.0,906.5,1586.7857142857142,1516.2142857142858,1360.55,529.122847829536
2022-06-14,1335.0,1,6,2,2022,0,14,1251.0,773.0,1439.0,1679.5714285714287,1458.3214285714287,1414.3833333333334,634.0222412352365
2022-06-15,1597.5,2,6,2,2022,0,15,1679.0,782.5,943.0,1691.5714285714287,1498.4642857142858,1410.9166666666667,625.2936929003462
2022-06-16,938.0,3,6,2,2022,0,16,563.0,1508.0,1403.0,1679.9285714285713,1556.6785714285713,1432.7333333333333,626.3246913922675
2022-06-17,1055.0,4,6,2,2022,0,17,2130.0,1217.0,1149.5,1733.5,1515.9642857142858,1417.2333333333333,522.2603118496879
2022-06-18,1123.5,5,6,2,2022,1,18,1669.0,794.0,1504.0,1579.9285714285713,1504.392857142857,1414.0833333333333,543.8436837740717
2022-06-19,979.0,6,6,2,2022,1,19,1943.5,1713.0,532.5,1502.0,1527.9285714285713,1401.4,567.5207778868836
2022-06-20,1210.0,0,6,2,2022,0,20,2521.5,1872.0,1939.5,1364.2142857142858,1475.5,1416.2833333333333,559.4925421861359
2022-06-21,1986.5,1,6,2,2022,0,21,1335.0,1251.0,2518.0,1176.857142857143,1428.2142857142858,1391.9666666666667,229.83485271779364
2022-06-22,1257.0,2,6,2,2022,0,22,1597.5,1679.0,850.5,1269.9285714285713,1480.75,1374.25,384.4521457619306
2022-06-23,1266.5,3,6,2,2022,0,23,938.0,563.0,882.5,1221.2857142857142,1450.607142857143,1387.8,356.6328477513512
2022-06-24,1544.5,4,6,2,2022,0,24,1055.0,2130.0,770.5,1268.2142857142858,1500.857142857143,1400.6,334.0407731029828
2022-06-25,1423.0,5,6,2,2022,1,25,1123.5,1669.0,1222.5,1338.142857142857,1459.0357142857142,1426.4,333.2023552194819
2022-06-26,1588.0,6,6,2,2022,1,26,979.0,1943.5,1298.0,1380.9285714285713,1441.4642857142858,1433.0833333333333,320.01502940896273
2022-06-27,1384.5,0,6,2,2022,0,27,1210.0,2521.5,1573.0,1467.9285714285713,1416.0714285714287,1442.75,271.66361377192055
2022-06-28,1408.0,1,6,2,2022,0,28,1986.5,1335.0,657.5,1492.857142857143,1334.857142857143,1436.4666666666667,251.2932739326894
2022-06-29,1502.5,2,6,2,2022,0,29,1257.0,1597.5,3332.0,1410.2142857142858,1340.0714285714287,1461.4833333333333,125.56434510602512
2022-06-30,1334.0,3,6,2,2022,0,30,1266.5,938.0,773.0,1445.2857142857142,1333.2857142857142,1400.5,108.80443355812733
2022-07-01,1260.5,4,7,3,2022,0,1,1544.5,1055.0,782.5,1454.9285714285713,1361.5714285714287,1419.2,92.01423285350597
2022-07-02,1997.5,5,7,3,2022,1,2,1423.0,1123.5,1508.0,1414.357142857143,1376.25,1435.1333333333334,107.2822268154255
2022-07-03,1231.0,6,7,3,2022,1,3,1588.0,979.0,1217.0,1496.4285714285713,1438.6785714285713,1451.45,245.59034803432152
2022-07-04,1297.0,0,7,3,2022,0,4,1384.5,1210.0,794.0,1445.4285714285713,1456.6785714285713,1451.9166666666667,260.04734001258157
2022-07-05,1362.5,1,7,3,2022,0,5,1408.0,1986.5,1713.0,1432.9285714285713,1462.892857142857,1468.6833333333334,265.50979714683325
2022-07-06,1051.5,2,7,3,2022,0,6,1502.5,1257.0,1872.0,1426.4285714285713,1418.3214285714287,1457.0,266.7757217482241
2022-07-07,2073.0,3,7,3,2022,0,7,1334.0,1266.5,1251.0,1362.0,1403.642857142857,1429.65,297.97734813237105
2022-07-08,1719.5,4,7,3,2022,0,8,1260.5,1544.5,1679.0,1467.5714285714287,1461.25,1457.05,399.88804981013436
2022-07-09,1894.0,5,7,3,2022,1,9,1997.5,1423.0,563.0,1533.142857142857,1473.75,1458.4,397.901758633723
2022-07-10,1668.5,6,7,3,2022,1,10,1231.0,1588.0,2130.0,1518.357142857143,1507.392857142857,1502.7666666666667,379.25691756882907
2022-07-11,1483.0,0,7,3,2022,0,11,1297.0,1384.5,1669.0,1580.857142857143,1513.142857142857,1487.3833333333334,359.54597692619166
2022-07-12,1675.5,1,7,3,2022,0,12,1362.5,1408.0,1943.5,1607.4285714285713,1520.1785714285713,1481.1833333333334,341.49151143323076
2022-07-13,1727.0,2,7,3,2022,0,13,1051.5,1502.5,2521.5,1652.142857142857,1539.2857142857142,1472.25,324.1262246776855
2022-07-14,993.0,3,7,3,2022,0,14,2073.0,1334.0,1335.0,1748.642857142857,1555.3214285714287,1445.7666666666667,187.0796876301897
2022-07-15,1343.5,4,7,3,2022,0,15,1719.5,1260.5,1597.5,1594.357142857143,1530.9642857142858,1434.3666666666666,291.305354437246
2022-07-16,1617.5,5,7,3,2022,1,16,1894.0,1997.5,938.0,1540.642857142857,1536.892857142857,1425.9,298.94950999091736
2022-07-17,966.0,6,7,3,2022,1,17,1668.5,1231.0,1055.0,1501.142857142857,1509.75,1448.55,260.239907631035
2022-07-18,938.5,0,7,3,2022,0,18,1483.0,1297.0,1123.5,1400.7857142857142,1490.8214285714287,1445.5833333333333,314.70023529581016
2022-07-19,1387.5,1,7,3,2022,0,19,1675.5,1362.5,979.0,1323.0,1465.2142857142858,1439.4166666666667,355.62433362562086
2022-07-20,877.0,2,7,3,2022,0,20,1727.0,1051.5,1210.0,1281.857142857143,1467.0,1453.0333333333333,323.230273216804
2022-07-21,2791.5,3,7,3,2022,0,21,993.0,2073.0,1986.5,1160.4285714285713,1454.5357142857142,1441.9333333333334,285.6016206436617
2022-07-22,751.0,4,7,3,2022,0,22,1343.5,1719.5,1257.0,1417.357142857143,1505.857142857143,1468.7666666666667,665.7934310708863
2022-07-23,1930.5,5,7,3,2022,1,23,1617.5,1894.0,1266.5,1332.7142857142858,1436.6785714285713,1451.9,712.754215300458
2022-07-24,1679.0,6,7,3,2022,1,24,966.0,1668.5,1544.5,1377.4285714285713,1439.2857142857142,1474.0333333333333,742.7831350497169
2022-07-25,1173.5,0,7,3,2022,0,25,938.5,1483.0,1423.0,1479.2857142857142,1440.0357142857142,1478.5166666666667,725.6501026173506
2022-07-26,1381.5,1,7,3,2022,0,26,1387.5,1675.5,1588.0,1512.857142857143,1417.9285714285713,1470.2,701.495409481637
2022-07-27,1222.5,2,7,3,2022,0,27,877.0,1727.0,1384.5,1512.0,1396.9285714285713,1463.3166666666666,701.6777512980348
2022-07-28,1325.0,3,7,3,2022,0,28,2791.5,993.0,1408.0,1561.357142857143,1360.892857142857,1457.9166666666667,660.5102014280144
2022-07-29,1159.0,4,7,3,2022,0,29,751.0,1343.5,1502.5,1351.857142857143,1384.607142857143,1455.15,377.05522520864645
2022-07-30,1056.0,5,7,3,2022,1,30,1930.5,1617.5,1334.0,1410.142857142857,1371.4285714285713,1443.7,290.2320500171252
2022-07-31,1438.5,6,7,3,2022,1,31,1679.0,966.0,1260.5,1285.2142857142858,1331.3214285714287,1434.4333333333334,204.45188047208507
2022-08-01,1801.0,0,8,3,2022,0,1,1173.5,938.5,1997.5,1250.857142857143,1365.0714285714287,1440.3666666666666,135.99623594231042
2022-08-02,441.5,1,8,3,2022,0,2,1381.5,1387.5,1231.0,1340.5,1426.6785714285713,1433.8166666666666,242.00275480525755
2022-08-03,1333.5,2,8,3,2022,0,3,1222.5,877.0,1297.0,1206.2142857142858,1359.107142857143,1407.5,414.66521206298285
2022-08-04,646.5,3,8,3,2022,0,4,1325.0,2791.5,1362.5,1222.0714285714287,1391.7142857142858,1408.7166666666667,417.5044339656201
2022-08-05,668.0,4,8,3,2022,0,5,1159.0,751.0,1051.5,1125.142857142857,1238.5,1384.85,465.6146219680786
2022-08-06,756.0,5,8,3,2022,1,6,1056.0,1930.5,2073.0,1055.0,1232.5714285714287,1372.0666666666666,495.677146268954
2022-08-07,1505.0,6,8,3,2022,1,7,1438.5,1679.0,1719.5,1012.1428571428571,1148.6785714285713,1328.1666666666667,508.3827064234944
2022-08-08,1303.0,0,8,3,2022,0,8,1801.0,1173.5,1894.0,1021.6428571428571,1136.25,1321.0166666666667,518.2042482044542
2022-08-09,1907.0,1,8,3,2022,0,9,441.5,1381.5,1668.5,950.5,1145.5,1301.3166666666666,417.84147711781895
2022-08-10,1697.5,2,8,3,2022,0,10,1333.5,1222.5,1483.0,1159.857142857143,1183.0357142857142,1309.2666666666667,482.4498863686708
2022-08-11,1268.5,3,8,3,2022,0,11,646.5,1325.0,1675.5,1211.857142857143,1216.9642857142858,1316.4166666666667,522.2590923323498
2022-08-12,1666.0,4,8,3,2022,0,12,668.0,1159.0,1727.0,1300.7142857142858,1212.9285714285713,1302.85,459.1364954221911
2022-08-13,1846.5,5,8,3,2022,1,13,756.0,1056.0,993.0,1443.2857142857142,1249.142857142857,1300.8166666666666,377.6369351134828
